Target distance: 78, Step size: 1
3753: (x,y) = (-13.2637, 55.4631)
3754: (x,y) = (-13.8021, 54.6204)
3755: (x,y) = (-14.722, 54.2283)
3756: (x,y) = (-13.8453, 53.7473)
3757: (x,y) = (-13.0395, 54.3395)
3758: (x,y) = (-12.3408, 53.6241)
3759: (x,y) = (-11.448, 53.1735)
3760: (x,y) = (-12.3909, 53.5068)
3761: (x,y) = (-11.7969, 52.7023)
3762: (x,y) = (-11.08, 53.3995)
3763: (x,y) = (-10.1641, 53.8008)
3764: (x,y) = (-10.7264, 54.6277)
3765: (x,y) = (-11.6711, 54.2998)
3766: (x,y) = (-10.725, 53.976)
3767: (x,y) = (-9.8553, 54.4695)
3768: (x,y) = (-8.91393, 54.8069)
3769: (x,y) = (-7.96151, 55.1117)
3770: (x,y) = (-8.2119, 56.0798)
3771: (x,y) = (-9.06183, 55.5529)
3772: (x,y) = (-9.60748, 56.391)
3773: (x,y) = (-10.5629, 56.0957)
3774: (x,y) = (-11.5629, 56.0914)
3775: (x,y) = (-12.5474, 55.9159)
3776: (x,y) = (-12.7165, 54.9303)
3777: (x,y) = (-12.2385, 54.0519)
3778: (x,y) = (-12.1333, 53.0575)
3779: (x,y) = (-11.4854, 52.2957)
3780: (x,y) = (-12.2605, 52.9275)
3781: (x,y) = (-13.1747, 52.5223)
3782: (x,y) = (-12.2353, 52.1795)
3783: (x,y) = (-13.2252, 52.038)
3784: (x,y) = (-12.7002, 51.187)
3785: (x,y) = (-13.3749, 50.4489)
3786: (x,y) = (-12.6248, 51.1102)
3787: (x,y) = (-12.5396, 50.1139)
3788: (x,y) = (-11.6236, 50.5152)
3789: (x,y) = (-11.8545, 51.4882)
3790: (x,y) = (-10.8599, 51.5912)
3791: (x,y) = (-11.8572, 51.5181)
3792: (x,y) = (-11.3869, 52.4006)
3793: (x,y) = (-12.3248, 52.7474)
3794: (x,y) = (-11.5882, 52.0711)
3795: (x,y) = (-11.1849, 51.1561)
3796: (x,y) = (-10.1851, 51.136)
3797: (x,y) = (-9.70716, 50.2576)
3798: (x,y) = (-8.90475, 49.6609)
3799: (x,y) = (-9.49521, 50.4679)
3800: (x,y) = (-9.08671, 51.3807)
3801: (x,y) = (-10.0857, 51.4251)
3802: (x,y) = (-9.15863, 51.0503)
3803: (x,y) = (-10.1033, 50.7223)
3804: (x,y) = (-9.13574, 50.9748)
3805: (x,y) = (-10.1217, 51.1418)
3806: (x,y) = (-10.8515, 51.8254)
3807: (x,y) = (-9.92772, 52.2083)
3808: (x,y) = (-10.6129, 51.48)
3809: (x,y) = (-11.5667, 51.7806)
3810: (x,y) = (-10.6005, 51.5226)
3811: (x,y) = (-9.64811, 51.8274)
3812: (x,y) = (-8.68977, 52.113)
3813: (x,y) = (-8.56464, 53.1052)
3814: (x,y) = (-9.46435, 52.6687)
3815: (x,y) = (-8.71808, 52.003)
3816: (x,y) = (-8.21769, 52.8688)
3817: (x,y) = (-7.22163, 52.7801)
3818: (x,y) = (-6.23404, 52.623)
3819: (x,y) = (-6.12318, 53.6169)
3820: (x,y) = (-6.47201, 54.5541)
3821: (x,y) = (-6.75556, 55.513)
3822: (x,y) = (-5.85397, 55.9456)
3823: (x,y) = (-5.68062, 54.9607)
3824: (x,y) = (-5.74723, 53.963)
3825: (x,y) = (-4.79053, 53.6719)
3826: (x,y) = (-4.00913, 53.0479)
3827: (x,y) = (-4.09572, 52.0516)
3828: (x,y) = (-3.34568, 52.713)
3829: (x,y) = (-2.50108, 53.2484)
3830: (x,y) = (-1.77423, 53.9352)
3831: (x,y) = (-2.07153, 54.89)
3832: (x,y) = (-2.93908, 54.3926)
3833: (x,y) = (-3.56819, 55.17)
3834: (x,y) = (-2.98124, 55.9796)
3835: (x,y) = (-3.53165, 55.1447)
3836: (x,y) = (-2.89478, 54.3737)
3837: (x,y) = (-2.41683, 53.4953)
3838: (x,y) = (-2.60564, 52.5133)
3839: (x,y) = (-2.33171, 51.5516)
3840: (x,y) = (-2.69397, 52.4836)
3841: (x,y) = (-1.69456, 52.518)
3842: (x,y) = (-1.14054, 51.6855)
3843: (x,y) = (-1.88391, 52.3544)
3844: (x,y) = (-1.82731, 53.3528)
3845: (x,y) = (-2.01611, 52.3708)
3846: (x,y) = (-2.91582, 51.9343)
3847: (x,y) = (-3.75191, 52.4829)
3848: (x,y) = (-3.8528, 51.488)
3849: (x,y) = (-4.74358, 51.0335)
3850: (x,y) = (-3.81649, 50.6587)
3851: (x,y) = (-2.84889, 50.9112)
3852: (x,y) = (-2.16051, 50.1858)
3853: (x,y) = (-1.18938, 50.4244)
3854: (x,y) = (-0.448917, 51.0965)
3855: (x,y) = (-1.21851, 50.458)
3856: (x,y) = (-1.50206, 51.4169)
3857: (x,y) = (-0.530934, 51.6555)
3858: (x,y) = (-0.96157, 50.753)
3859: (x,y) = (-1.80849, 51.2847)
3860: (x,y) = (-1.14123, 52.0295)
3861: (x,y) = (-0.327021, 52.6101)
3862: (x,y) = (-0.582911, 51.6434)
3863: (x,y) = (-0.615149, 50.6439)
3864: (x,y) = (-1.57866, 50.9115)
3865: (x,y) = (-0.819197, 50.261)
3866: (x,y) = (-1.63592, 50.838)
3867: (x,y) = (-2.22638, 51.6451)
3868: (x,y) = (-2.25861, 50.6456)
3869: (x,y) = (-3.21818, 50.9271)
3870: (x,y) = (-4.15612, 51.2739)
3871: (x,y) = (-3.30391, 51.7971)
3872: (x,y) = (-4.2726, 52.0454)
3873: (x,y) = (-4.50353, 53.0183)
3874: (x,y) = (-4.5558, 52.0197)
3875: (x,y) = (-4.85852, 51.0666)
3876: (x,y) = (-5.36266, 51.9303)
3877: (x,y) = (-5.90831, 52.7683)
3878: (x,y) = (-6.7444, 53.3169)
3879: (x,y) = (-5.84912, 53.7624)
3880: (x,y) = (-5.67017, 54.7462)
3881: (x,y) = (-6.37603, 55.4546)
3882: (x,y) = (-7.2305, 55.9741)
3883: (x,y) = (-8.00561, 56.6059)
3884: (x,y) = (-8.2085, 55.6267)
3885: (x,y) = (-7.70061, 54.7653)
3886: (x,y) = (-8.20475, 55.6289)
3887: (x,y) = (-7.20821, 55.712)
3888: (x,y) = (-6.50948, 54.9966)
3889: (x,y) = (-5.51294, 55.0797)
3890: (x,y) = (-6.40112, 55.5392)
3891: (x,y) = (-5.4254, 55.7583)
3892: (x,y) = (-4.66225, 56.4045)
3893: (x,y) = (-4.13237, 57.2525)
3894: (x,y) = (-3.9112, 56.2773)
3895: (x,y) = (-4.73119, 55.7049)
3896: (x,y) = (-5.30535, 56.5237)
3897: (x,y) = (-6.30101, 56.4306)
3898: (x,y) = (-6.27879, 57.4303)
3899: (x,y) = (-7.0539, 58.0622)
3900: (x,y) = (-7.16907, 59.0555)
3901: (x,y) = (-7.53662, 58.1255)
3902: (x,y) = (-7.36327, 57.1407)
3903: (x,y) = (-7.46416, 56.1458)
3904: (x,y) = (-7.66148, 57.1261)
3905: (x,y) = (-8.60619, 56.7982)
3906: (x,y) = (-8.70708, 55.8033)
3907: (x,y) = (-9.45425, 55.1386)
3908: (x,y) = (-9.10949, 56.0773)
3909: (x,y) = (-8.65697, 56.9691)
3910: (x,y) = (-7.6623, 57.0721)
3911: (x,y) = (-8.60024, 57.4189)
3912: (x,y) = (-9.55133, 57.11)
3913: (x,y) = (-9.65222, 56.1151)
3914: (x,y) = (-9.01099, 56.8825)
3915: (x,y) = (-9.29454, 57.8414)
3916: (x,y) = (-8.62084, 57.1024)
3917: (x,y) = (-9.60681, 57.2694)
3918: (x,y) = (-9.96906, 58.2014)
3919: (x,y) = (-9.84957, 57.2086)
3920: (x,y) = (-10.8452, 57.1155)
3921: (x,y) = (-9.91603, 57.4851)
3922: (x,y) = (-9.39098, 56.634)
3923: (x,y) = (-8.49824, 56.1834)
3924: (x,y) = (-8.31929, 57.1673)
3925: (x,y) = (-7.43577, 56.6989)
3926: (x,y) = (-7.00122, 55.7983)
3927: (x,y) = (-6.32752, 55.0593)
3928: (x,y) = (-6.41412, 54.063)
3929: (x,y) = (-7.10973, 54.7814)
3930: (x,y) = (-7.374, 55.7459)
3931: (x,y) = (-6.40288, 55.9844)
3932: (x,y) = (-7.04744, 56.749)
3933: (x,y) = (-7.72851, 57.4812)
3934: (x,y) = (-7.58915, 56.491)
3935: (x,y) = (-8.21148, 55.7082)
3936: (x,y) = (-8.03253, 56.6921)
3937: (x,y) = (-9.03178, 56.6533)
3938: (x,y) = (-9.87098, 56.1095)
3939: (x,y) = (-10.8203, 56.4238)
3940: (x,y) = (-9.82789, 56.3008)
3941: (x,y) = (-9.10496, 55.6099)
3942: (x,y) = (-8.74675, 56.5436)
3943: (x,y) = (-8.23887, 55.6821)
3944: (x,y) = (-7.38965, 55.1541)
3945: (x,y) = (-7.87637, 56.0277)
3946: (x,y) = (-7.33437, 56.868)
3947: (x,y) = (-6.98147, 55.9324)
3948: (x,y) = (-6.30358, 56.6675)
3949: (x,y) = (-6.16422, 55.6773)
3950: (x,y) = (-5.32267, 55.1371)
3951: (x,y) = (-4.45578, 54.6386)
3952: (x,y) = (-3.96032, 53.77)
3953: (x,y) = (-3.9782, 52.7701)
3954: (x,y) = (-3.28982, 52.0448)
3955: (x,y) = (-3.91893, 52.8221)
3956: (x,y) = (-2.91913, 52.802)
3957: (x,y) = (-1.91933, 52.782)
3958: (x,y) = (-1.94589, 53.7816)
3959: (x,y) = (-1.87495, 52.7842)
3960: (x,y) = (-2.55602, 53.5164)
3961: (x,y) = (-1.9901, 52.6919)
3962: (x,y) = (-1.17589, 53.2725)
3963: (x,y) = (-0.193219, 53.4578)
3964: (x,y) = (-1.14865, 53.1626)
3965: (x,y) = (-0.460267, 52.4373)
3966: (x,y) = (0.539141, 52.4717)
3967: (x,y) = (0.658627, 51.4788)
3968: (x,y) = (0.241, 50.5702)
3969: (x,y) = (0.9147, 49.8312)
3970: (x,y) = (0.936916, 50.831)
3971: (x,y) = (1.90667, 50.5869)
3972: (x,y) = (2.06025, 49.5987)
3973: (x,y) = (1.83777, 48.6238)
3974: (x,y) = (2.28521, 47.7295)
3975: (x,y) = (3.2783, 47.8468)
3976: (x,y) = (2.58269, 48.5652)
3977: (x,y) = (2.35175, 49.5382)
3978: (x,y) = (2.92235, 50.3594)
3979: (x,y) = (1.92408, 50.3007)
3980: (x,y) = (2.77629, 50.8239)
3981: (x,y) = (3.70009, 51.2067)
3982: (x,y) = (2.74052, 51.4882)
3983: (x,y) = (2.93358, 52.4694)
3984: (x,y) = (3.58578, 53.2275)
3985: (x,y) = (2.90055, 52.4991)
3986: (x,y) = (2.0164, 52.0319)
3987: (x,y) = (1.10453, 52.4424)
3988: (x,y) = (0.404842, 51.728)
3989: (x,y) = (0.917614, 52.5865)
3990: (x,y) = (-0.0823356, 52.5965)
3991: (x,y) = (-0.525891, 53.4928)
3992: (x,y) = (-0.888146, 54.4248)
3993: (x,y) = (-1.70813, 53.8525)
3994: (x,y) = (-2.31012, 54.651)
3995: (x,y) = (-1.68884, 53.8674)
3996: (x,y) = (-1.54947, 52.8771)
3997: (x,y) = (-2.17858, 53.6544)
3998: (x,y) = (-2.71694, 52.8117)
3999: (x,y) = (-2.7004, 51.8119)
4000: (x,y) = (-2.72696, 52.8115)
4001: (x,y) = (-2.44757, 53.7717)
4002: (x,y) = (-2.49984, 52.7731)
4003: (x,y) = (-3.1444, 53.5376)
4004: (x,y) = (-3.12218, 54.5374)
4005: (x,y) = (-3.93386, 53.9533)
4006: (x,y) = (-4.3645, 53.0507)
4007: (x,y) = (-5.07438, 52.3464)
4008: (x,y) = (-4.21474, 51.8355)
4009: (x,y) = (-3.53685, 52.5707)
4010: (x,y) = (-2.86959, 53.3155)
4011: (x,y) = (-3.18597, 54.2641)
4012: (x,y) = (-2.87371, 55.2141)
4013: (x,y) = (-2.11425, 54.5636)
4014: (x,y) = (-3.10611, 54.4363)
4015: (x,y) = (-3.76587, 53.6848)
4016: (x,y) = (-4.76009, 53.5774)
4017: (x,y) = (-5.57681, 54.1545)
4018: (x,y) = (-4.68153, 54.6)
4019: (x,y) = (-5.665, 54.7811)
4020: (x,y) = (-6.57919, 54.3758)
4021: (x,y) = (-7.47889, 53.9393)
4022: (x,y) = (-7.20497, 52.9775)
4023: (x,y) = (-6.91181, 53.9336)
4024: (x,y) = (-6.58594, 54.879)
4025: (x,y) = (-7.53968, 55.1797)
4026: (x,y) = (-6.70597, 55.7319)
4027: (x,y) = (-6.82115, 56.7252)
4028: (x,y) = (-6.16896, 57.4833)
4029: (x,y) = (-5.22101, 57.8017)
4030: (x,y) = (-4.26859, 58.1065)
4031: (x,y) = (-4.60393, 57.1644)
4032: (x,y) = (-5.54382, 56.8229)
4033: (x,y) = (-5.25611, 55.8652)
4034: (x,y) = (-4.31968, 56.2161)
4035: (x,y) = (-3.96679, 55.2804)
4036: (x,y) = (-4.85496, 55.7399)
4037: (x,y) = (-3.87925, 55.959)
4038: (x,y) = (-4.84794, 56.2073)
4039: (x,y) = (-5.49683, 55.4464)
4040: (x,y) = (-4.99645, 56.3122)
4041: (x,y) = (-4.21505, 55.6882)
4042: (x,y) = (-3.28796, 55.3133)
4043: (x,y) = (-3.797, 54.4526)
4044: (x,y) = (-3.60952, 53.4703)
4045: (x,y) = (-4.60641, 53.5491)
4046: (x,y) = (-5.39752, 52.9374)
4047: (x,y) = (-5.88424, 53.8109)
4048: (x,y) = (-5.11551, 53.1714)
4049: (x,y) = (-5.38526, 52.2084)
4050: (x,y) = (-5.06477, 51.2612)
4051: (x,y) = (-4.85763, 50.2829)
4052: (x,y) = (-5.74178, 49.8157)
4053: (x,y) = (-4.93089, 49.2305)
4054: (x,y) = (-5.18128, 50.1986)
4055: (x,y) = (-4.286, 50.6441)
4056: (x,y) = (-5.01581, 51.3278)
4057: (x,y) = (-5.58284, 50.5041)
4058: (x,y) = (-6.157, 51.3228)
4059: (x,y) = (-7.15122, 51.2155)
4060: (x,y) = (-6.17246, 51.4205)
4061: (x,y) = (-6.96885, 52.0253)
4062: (x,y) = (-6.91224, 53.0237)
4063: (x,y) = (-7.76217, 52.4968)
4064: (x,y) = (-8.75404, 52.3695)
4065: (x,y) = (-9.57403, 51.7971)
4066: (x,y) = (-10.4622, 52.2566)
4067: (x,y) = (-10.4199, 53.2557)
4068: (x,y) = (-9.51224, 52.8361)
4069: (x,y) = (-9.10374, 53.7489)
4070: (x,y) = (-8.26219, 53.2087)
4071: (x,y) = (-7.5843, 53.9439)
4072: (x,y) = (-6.79055, 54.5521)
4073: (x,y) = (-6.07762, 53.8509)
4074: (x,y) = (-5.25194, 54.415)
4075: (x,y) = (-4.87509, 55.3413)
4076: (x,y) = (-5.36677, 54.4705)
4077: (x,y) = (-5.50184, 53.4797)
4078: (x,y) = (-6.45726, 53.1844)
4079: (x,y) = (-5.83598, 52.4008)
4080: (x,y) = (-5.93688, 51.4059)
4081: (x,y) = (-6.53191, 50.6022)
4082: (x,y) = (-5.59248, 50.2595)
4083: (x,y) = (-6.12603, 51.1053)
4084: (x,y) = (-7.01019, 50.6381)
4085: (x,y) = (-7.09112, 51.6348)
4086: (x,y) = (-7.29401, 50.6556)
4087: (x,y) = (-7.51094, 51.6318)
4088: (x,y) = (-7.29824, 52.6089)
4089: (x,y) = (-6.46454, 53.1611)
4090: (x,y) = (-5.67961, 53.7807)
4091: (x,y) = (-5.67176, 54.7807)
4092: (x,y) = (-5.43108, 53.8101)
4093: (x,y) = (-6.00524, 54.6288)
4094: (x,y) = (-5.34223, 53.8802)
4095: (x,y) = (-6.09886, 53.2264)
4096: (x,y) = (-6.09101, 54.2263)
4097: (x,y) = (-6.9223, 53.6705)
4098: (x,y) = (-6.30102, 52.8869)
4099: (x,y) = (-6.04094, 53.8525)
4100: (x,y) = (-5.70152, 52.9119)
4101: (x,y) = (-5.39467, 51.9601)
4102: (x,y) = (-6.16426, 51.3216)
4103: (x,y) = (-5.93755, 52.2955)
4104: (x,y) = (-4.94996, 52.1385)
4105: (x,y) = (-3.97883, 52.3771)
4106: (x,y) = (-4.79555, 52.9541)
4107: (x,y) = (-5.41789, 52.1713)
4108: (x,y) = (-4.50195, 52.5727)
4109: (x,y) = (-4.49409, 53.5726)
4110: (x,y) = (-3.99864, 52.704)
4111: (x,y) = (-3.65922, 51.7634)
4112: (x,y) = (-2.76648, 51.3128)
4113: (x,y) = (-2.42706, 50.3721)
4114: (x,y) = (-3.365, 50.7189)
4115: (x,y) = (-3.01211, 49.7833)
4116: (x,y) = (-3.6826, 50.5252)
4117: (x,y) = (-3.15272, 51.3733)
4118: (x,y) = (-2.42587, 52.0601)
4119: (x,y) = (-3.29343, 51.5627)
4120: (x,y) = (-4.23813, 51.2348)
4121: (x,y) = (-4.09314, 52.2242)
4122: (x,y) = (-3.45627, 51.4533)
4123: (x,y) = (-4.06279, 50.6582)
4124: (x,y) = (-3.33986, 49.9673)
4125: (x,y) = (-3.49477, 48.9793)
4126: (x,y) = (-3.5557, 49.9775)
4127: (x,y) = (-4.51527, 50.259)
4128: (x,y) = (-5.08943, 51.0777)
4129: (x,y) = (-4.47497, 51.8667)
4130: (x,y) = (-4.99633, 51.0133)
4131: (x,y) = (-5.95984, 51.281)
4132: (x,y) = (-5.91758, 52.2801)
4133: (x,y) = (-6.80174, 51.8129)
4134: (x,y) = (-7.28086, 50.9351)
4135: (x,y) = (-8.2708, 50.7936)
4136: (x,y) = (-7.41116, 50.2827)
4137: (x,y) = (-8.21951, 50.8714)
4138: (x,y) = (-7.87475, 51.8101)
4139: (x,y) = (-6.88234, 51.6871)
4140: (x,y) = (-7.47738, 50.8834)
4141: (x,y) = (-7.93376, 51.7732)
4142: (x,y) = (-7.71259, 50.798)
4143: (x,y) = (-7.01387, 50.0826)
4144: (x,y) = (-6.47186, 50.923)
4145: (x,y) = (-6.55279, 51.9197)
4146: (x,y) = (-6.80868, 50.953)
4147: (x,y) = (-7.79558, 50.7916)
4148: (x,y) = (-7.96466, 49.806)
4149: (x,y) = (-7.2974, 50.5509)
4150: (x,y) = (-6.6452, 51.3089)
4151: (x,y) = (-6.84252, 52.2893)
4152: (x,y) = (-7.38088, 51.4465)
4153: (x,y) = (-6.38108, 51.4265)
4154: (x,y) = (-5.48196, 50.9888)
4155: (x,y) = (-6.39615, 50.5835)
4156: (x,y) = (-5.45478, 50.9209)
4157: (x,y) = (-6.45044, 50.8278)
4158: (x,y) = (-5.49802, 51.1326)
4159: (x,y) = (-5.80074, 50.1795)
4160: (x,y) = (-6.3391, 49.3368)
4161: (x,y) = (-5.34442, 49.4398)
4162: (x,y) = (-4.9543, 50.3606)
4163: (x,y) = (-4.86338, 51.3565)
4164: (x,y) = (-4.08199, 50.7324)
4165: (x,y) = (-3.52324, 51.5618)
4166: (x,y) = (-3.47232, 50.5631)
4167: (x,y) = (-3.11942, 49.6274)
4168: (x,y) = (-4.05932, 49.2859)
4169: (x,y) = (-4.24254, 50.269)
4170: (x,y) = (-3.83923, 49.354)
4171: (x,y) = (-4.82, 49.1588)
4172: (x,y) = (-5.58959, 48.5202)
4173: (x,y) = (-4.75904, 47.9633)
4174: (x,y) = (-5.68449, 48.3421)
4175: (x,y) = (-5.565, 47.3493)
4176: (x,y) = (-6.54464, 47.5501)
4177: (x,y) = (-6.09213, 48.4418)
4178: (x,y) = (-6.90381, 47.8577)
4179: (x,y) = (-6.71075, 48.8389)
4180: (x,y) = (-7.48943, 48.2115)
4181: (x,y) = (-6.51372, 48.4305)
4182: (x,y) = (-6.20686, 47.4788)
4183: (x,y) = (-6.52324, 48.4274)
4184: (x,y) = (-7.03973, 49.2837)
4185: (x,y) = (-7.00316, 48.2844)
4186: (x,y) = (-6.32946, 47.5454)
4187: (x,y) = (-7.10456, 48.1772)
4188: (x,y) = (-7.234, 49.1688)
4189: (x,y) = (-7.05505, 50.1527)
4190: (x,y) = (-7.83015, 50.7845)
4191: (x,y) = (-7.91108, 51.7812)
4192: (x,y) = (-8.88455, 51.5524)
4193: (x,y) = (-9.75211, 51.055)
4194: (x,y) = (-10.7521, 51.0651)
4195: (x,y) = (-11.6555, 51.4937)
4196: (x,y) = (-10.7396, 51.8951)
4197: (x,y) = (-11.6795, 51.5536)
4198: (x,y) = (-12.5994, 51.1615)
4199: (x,y) = (-11.7067, 50.7109)
4200: (x,y) = (-11.1988, 49.8495)
4201: (x,y) = (-11.6294, 48.947)
4202: (x,y) = (-12.5929, 49.2146)
4203: (x,y) = (-13.5789, 49.3816)
4204: (x,y) = (-14.3355, 48.7277)
4205: (x,y) = (-13.5452, 48.115)
4206: (x,y) = (-14.436, 47.6605)
4207: (x,y) = (-13.6637, 48.2957)
4208: (x,y) = (-14.3695, 49.0041)
4209: (x,y) = (-15.3555, 49.171)
4210: (x,y) = (-16.1466, 48.5593)
4211: (x,y) = (-15.149, 48.6281)
4212: (x,y) = (-16.1224, 48.3993)
4213: (x,y) = (-17.0343, 48.8097)
4214: (x,y) = (-17.4152, 49.7344)
4215: (x,y) = (-16.7164, 49.019)
4216: (x,y) = (-16.3717, 49.9577)
4217: (x,y) = (-17.3668, 50.0564)
4218: (x,y) = (-18.206, 49.5126)
4219: (x,y) = (-18.1207, 48.5162)
4220: (x,y) = (-17.142, 48.7212)
4221: (x,y) = (-16.1473, 48.8243)
4222: (x,y) = (-16.6037, 49.7141)
4223: (x,y) = (-17.5096, 49.2905)
4224: (x,y) = (-16.7072, 48.6938)
4225: (x,y) = (-15.9903, 49.3909)
4226: (x,y) = (-16.2875, 50.3457)
4227: (x,y) = (-15.3131, 50.1211)
4228: (x,y) = (-15.5828, 49.1582)
4229: (x,y) = (-15.053, 50.0063)
4230: (x,y) = (-14.2842, 49.3667)
4231: (x,y) = (-13.7183, 48.5422)
4232: (x,y) = (-13.1811, 47.6988)
4233: (x,y) = (-13.9109, 48.3824)
4234: (x,y) = (-14.5174, 47.5874)
4235: (x,y) = (-15.5143, 47.6661)
4236: (x,y) = (-15.8443, 48.6101)
4237: (x,y) = (-15.6653, 49.594)
4238: (x,y) = (-14.9916, 48.855)
4239: (x,y) = (-15.2614, 47.8921)
4240: (x,y) = (-15.4305, 46.9065)
4241: (x,y) = (-16.4305, 46.9021)
4242: (x,y) = (-16.5995, 45.9165)
4243: (x,y) = (-17.5195, 45.5244)
4244: (x,y) = (-16.5924, 45.1496)
4245: (x,y) = (-17.0965, 46.0132)
4246: (x,y) = (-18.0732, 46.228)
4247: (x,y) = (-19.0418, 46.4763)
4248: (x,y) = (-18.6254, 45.5671)
4249: (x,y) = (-19.27, 46.3317)
4250: (x,y) = (-20.2599, 46.1901)
4251: (x,y) = (-19.666, 45.3856)
4252: (x,y) = (-20.3859, 46.0797)
4253: (x,y) = (-19.9643, 46.9865)
4254: (x,y) = (-20.1531, 46.0045)
4255: (x,y) = (-20.3166, 46.991)
4256: (x,y) = (-20.6466, 47.935)
4257: (x,y) = (-19.6882, 48.2207)
4258: (x,y) = (-20.6583, 47.9779)
4259: (x,y) = (-21.0524, 48.8969)
4260: (x,y) = (-20.9615, 49.8928)
4261: (x,y) = (-21.9337, 50.1271)
4262: (x,y) = (-22.9306, 50.2059)
4263: (x,y) = (-23.6604, 50.8896)
4264: (x,y) = (-23.1775, 51.7652)
4265: (x,y) = (-22.5102, 52.51)
4266: (x,y) = (-22.0098, 53.3758)
4267: (x,y) = (-22.9958, 53.5428)
4268: (x,y) = (-23.5341, 52.7001)
4269: (x,y) = (-22.6103, 53.0829)
4270: (x,y) = (-23.6054, 53.1817)
4271: (x,y) = (-24.0231, 52.2731)
4272: (x,y) = (-23.3494, 51.534)
4273: (x,y) = (-24.3486, 51.4953)
4274: (x,y) = (-24.4979, 52.4841)
4275: (x,y) = (-23.8306, 53.2289)
4276: (x,y) = (-23.1894, 53.9963)
4277: (x,y) = (-22.2271, 54.2681)
4278: (x,y) = (-23.0584, 53.7123)
4279: (x,y) = (-22.0598, 53.6578)
4280: (x,y) = (-22.888, 54.2184)
4281: (x,y) = (-23.8259, 54.5652)
4282: (x,y) = (-23.343, 55.4408)
4283: (x,y) = (-23.1358, 54.4625)
4284: (x,y) = (-23.8457, 53.7582)
4285: (x,y) = (-23.0554, 53.1455)
4286: (x,y) = (-23.6845, 53.9228)
4287: (x,y) = (-23.5737, 54.9166)
4288: (x,y) = (-23.6889, 55.91)
4289: (x,y) = (-22.7961, 55.4594)
4290: (x,y) = (-22.2302, 54.6349)
4291: (x,y) = (-22.0427, 53.6527)
4292: (x,y) = (-22.9074, 54.1549)
4293: (x,y) = (-23.552, 54.9195)
4294: (x,y) = (-23.1751, 55.8457)
4295: (x,y) = (-24.0325, 55.3311)
4296: (x,y) = (-25.0321, 55.3612)
4297: (x,y) = (-25.7755, 56.0301)
4298: (x,y) = (-26.4309, 56.7853)
4299: (x,y) = (-27.4245, 56.8983)
4300: (x,y) = (-28.3674, 57.2316)
4301: (x,y) = (-27.9148, 58.1233)
4302: (x,y) = (-27.589, 59.0687)
4303: (x,y) = (-28.2225, 58.295)
4304: (x,y) = (-27.2301, 58.172)
4305: (x,y) = (-28.2135, 58.3531)
4306: (x,y) = (-28.06, 57.365)
4307: (x,y) = (-27.4615, 58.1661)
4308: (x,y) = (-27.2403, 57.1909)
4309: (x,y) = (-27.5756, 56.2488)
4310: (x,y) = (-28.5011, 56.6276)
4311: (x,y) = (-28.308, 57.6088)
4312: (x,y) = (-27.6936, 58.3978)
4313: (x,y) = (-28.4502, 57.7439)
4314: (x,y) = (-28.7666, 58.6926)
4315: (x,y) = (-27.8565, 59.107)
4316: (x,y) = (-27.5036, 58.1713)
4317: (x,y) = (-26.5374, 57.9133)
4318: (x,y) = (-27.0116, 58.7938)
4319: (x,y) = (-26.2178, 59.402)
4320: (x,y) = (-25.4491, 58.7625)
4321: (x,y) = (-26.4351, 58.9294)
4322: (x,y) = (-25.6888, 58.2638)
4323: (x,y) = (-26.4799, 57.6521)
4324: (x,y) = (-25.972, 56.7906)
4325: (x,y) = (-25.1662, 57.3829)
4326: (x,y) = (-26.1658, 57.4129)
4327: (x,y) = (-26.6871, 56.5596)
4328: (x,y) = (-26.48, 55.5813)
4329: (x,y) = (-26.0899, 56.502)
4330: (x,y) = (-25.4754, 57.291)
4331: (x,y) = (-26.4533, 57.0817)
4332: (x,y) = (-27.0978, 57.8463)
4333: (x,y) = (-27.6435, 58.6843)
4334: (x,y) = (-27.3503, 59.6404)
4335: (x,y) = (-27.9838, 58.8666)
4336: (x,y) = (-27.2434, 59.5387)
4337: (x,y) = (-26.2457, 59.6075)
4338: (x,y) = (-26.0051, 58.6369)
4339: (x,y) = (-25.0974, 58.2173)
4340: (x,y) = (-25.3671, 57.2544)
4341: (x,y) = (-25.2562, 58.2482)
4342: (x,y) = (-26.2158, 58.5297)
4343: (x,y) = (-25.6289, 59.3393)
4344: (x,y) = (-25.0144, 60.1282)
4345: (x,y) = (-24.9778, 59.1289)
4346: (x,y) = (-24.99, 60.1288)
4347: (x,y) = (-23.9976, 60.0059)
4348: (x,y) = (-24.1864, 59.0238)
4349: (x,y) = (-23.5925, 58.2193)
4350: (x,y) = (-22.7299, 58.7254)
4351: (x,y) = (-21.8083, 58.3372)
4352: (x,y) = (-22.4374, 59.1146)
4353: (x,y) = (-22.7538, 60.0632)
4354: (x,y) = (-23.6597, 59.6397)
4355: (x,y) = (-24.6516, 59.5124)
4356: (x,y) = (-25.4683, 60.0894)
4357: (x,y) = (-26.1238, 60.8446)
4358: (x,y) = (-25.7153, 61.7574)
4359: (x,y) = (-25.5222, 62.7386)
4360: (x,y) = (-26.4733, 62.4297)
4361: (x,y) = (-27.148, 61.6916)
4362: (x,y) = (-27.1315, 60.6917)
4363: (x,y) = (-26.8853, 61.6609)
4364: (x,y) = (-27.2016, 62.6095)
4365: (x,y) = (-27.2282, 63.6092)
